AttendanceID,StudentID,CourseID,Date,AttendanceStatus
267,1287,COURSE11,2020-08-14,Absent
268,1044,COURSE22,2020-11-10,Present
269,1496,COURSE17,2022-04-13,Absent
270,1484,COURSE3,2022-02-10,Present
271,1192,COURSE19,2023-10-22,Absent
272,1216,COURSE39,2021-11-11,Present
273,1191,COURSE38,2020-01-07,Present
274,1123,COURSE14,2020-06-30,Present
275,1323,COURSE8,2022-10-11,Present
276,1472,COURSE24,2023-12-26,Absent
277,1247,COURSE1,2023-01-08,Present
278,1306,COURSE5,2020-03-05,Present
279,1222,COURSE2,2021-03-02,Present
280,1173,COURSE35,2023-10-08,Absent
281,1067,COURSE18,2024-01-23,Present
282,1182,COURSE43,2024-08-18,Absent
283,1007,COURSE24,2024-05-19,Absent
284,1118,COURSE41,2020-11-18,Absent
285,1283,COURSE48,2020-09-28,Present
286,1179,COURSE36,2024-05-04,Absent
287,1229,COURSE33,2020-02-14,Present
288,1424,COURSE14,2020-10-29,Absent
289,1100,COURSE30,2021-09-01,Absent
290,1171,COURSE4,2022-01-12,Present
291,1366,COURSE3,2023-09-08,Present
292,1031,COURSE10,2020-11-14,Present
293,1489,COURSE9,2024-09-20,Present
294,1186,COURSE22,2021-08-08,Absent
295,1286,COURSE42,2020-04-23,Absent
296,1138,COURSE44,2024-09-03,Present
297,1147,COURSE18,2024-05-20,Absent
298,1065,COURSE44,2020-09-16,Absent
299,1183,COURSE15,2020-05-29,Present
300,1072,COURSE39,2022-10-25,Present
301,1277,COURSE6,2023-01-10,Absent
302,1228,COURSE14,2020-01-09,Absent
303,1093,COURSE4,2023-11-10,Absent
304,1175,COURSE4,2023-03-23,Present
305,1403,COURSE4,2022-10-06,Present
306,1146,COURSE12,2021-09-02,Absent
307,1051,COURSE39,2023-07-10,Absent
308,1037,COURSE9,2024-11-30,Absent
309,1066,COURSE17,2023-10-20,Present
310,1429,COURSE48,2021-04-06,Absent
311,1212,COURSE50,2020-09-23,Present
312,1177,COURSE24,2020-07-09,Present
313,1143,COURSE39,2020-11-21,Absent
314,1052,COURSE23,2022-10-02,Absent
315,1044,COURSE32,2023-02-02,Absent
316,1163,COURSE38,2023-07-13,Present
317,1133,COURSE16,2021-02-27,Absent
318,1401,COURSE42,2020-03-27,Present
319,1169,COURSE41,2020-05-19,Absent
320,1283,COURSE47,2022-06-03,Present
321,1138,COURSE18,2020-01-14,Present
322,1054,COURSE33,2024-04-19,Present
323,1039,COURSE17,2020-06-07,Absent
324,1419,COURSE4,2020-03-25,Present
325,1261,COURSE35,2021-02-23,Absent
326,1271,COURSE18,2022-02-04,Absent
327,1061,COURSE45,2023-02-18,Present
328,1337,COURSE1,2021-01-31,Present
329,1048,COURSE46,2021-12-18,Absent
330,1219,COURSE2,2020-08-04,Absent
331,1058,COURSE11,2022-02-15,Absent
332,1021,COURSE47,2022-04-08,Absent
333,1194,COURSE33,2023-07-18,Absent
334,1041,COURSE29,2022-01-14,Present
335,1137,COURSE49,2023-09-24,Present
336,1360,COURSE40,2020-11-26,Absent
337,1005,COURSE34,2021-09-18,Absent
338,1117,COURSE39,2021-02-22,Absent
339,1218,COURSE29,2021-12-11,Present
340,1176,COURSE9,2021-12-09,Present
341,1408,COURSE27,2021-05-22,Absent
342,1265,COURSE16,2020-12-30,Present
343,1400,COURSE9,2021-08-27,Present
344,1284,COURSE14,2020-08-07,Present
345,1277,COURSE22,2023-02-18,Absent
346,1264,COURSE5,2023-02-21,Absent
347,1329,COURSE33,2022-07-11,Present
348,1464,COURSE28,2022-03-31,Present
349,1470,COURSE29,2023-06-12,Present
350,1282,COURSE4,2023-10-04,Absent
351,1074,COURSE43,2024-11-21,Present
352,1496,COURSE9,2021-07-04,Present
353,1475,COURSE13,2022-12-03,Present
354,1094,COURSE16,2022-02-06,Present
355,1100,COURSE16,2023-01-25,Absent
356,1023,COURSE46,2020-03-16,Present
357,1354,COURSE19,2020-07-12,Present
358,1027,COURSE3,2020-02-06,Absent
359,1389,COURSE35,2022-08-22,Present
360,1181,COURSE3,2021-02-15,Absent
361,1108,COURSE1,2020-05-22,Present
362,1225,COURSE19,2021-11-10,Present
363,1040,COURSE1,2020-07-05,Absent
364,1388,COURSE21,2024-06-10,Present
365,1193,COURSE7,2021-01-23,Present
366,1401,COURSE32,2022-04-04,Present
367,1445,COURSE13,2021-04-13,Absent
368,1055,COURSE35,2022-08-29,Absent
369,1153,COURSE35,2023-03-14,Present
370,1338,COURSE29,2024-08-10,Present
371,1247,COURSE11,2021-04-23,Present
372,1358,COURSE10,2020-01-19,Present
373,1211,COURSE3,2022-09-24,Absent
374,1122,COURSE30,2022-12-18,Absent
375,1232,COURSE30,2023-07-22,Present
376,1202,COURSE19,2024-07-07,Present
377,1393,COURSE11,2024-12-27,Present
378,1043,COURSE3,2021-09-22,Absent
379,1161,COURSE11,2021-08-04,Absent
380,1462,COURSE1,2022-10-13,Absent
381,1263,COURSE5,2023-07-05,Absent
382,1438,COURSE1,2024-10-29,Absent
383,1150,COURSE28,2020-09-20,Present
384,1408,COURSE24,2023-04-24,Absent
385,1151,COURSE43,2020-09-05,Absent
386,1011,COURSE30,2020-12-25,Absent
387,1297,COURSE31,2023-06-25,Absent
388,1004,COURSE13,2020-01-20,Absent
389,1226,COURSE19,2021-11-23,Present
390,1040,COURSE23,2024-04-12,Present
391,1215,COURSE11,2024-09-27,Present
392,1405,COURSE28,2024-12-01,Absent
393,1150,COURSE17,2021-02-13,Present
394,1462,COURSE1,2022-11-24,Absent
395,1065,COURSE23,2024-02-10,Present
396,1200,COURSE28,2021-05-15,Absent
397,1096,COURSE31,2022-01-28,Present
398,1330,COURSE27,2023-05-20,Present
399,1416,COURSE9,2024-09-05,Absent
400,1394,COURSE10,2021-04-11,Absent
401,1218,COURSE22,2021-02-25,Present
402,1400,COURSE3,2024-01-27,Absent
403,1476,COURSE48,2023-08-01,Present
404,1436,COURSE5,2020-12-19,Absent
405,1073,COURSE33,2022-11-07,Absent
406,1330,COURSE8,2021-12-24,Present
407,1347,COURSE20,2022-08-10,Absent
408,1440,COURSE36,2024-06-01,Present
409,1190,COURSE2,2020-08-24,Present
410,1313,COURSE5,2020-09-11,Present
411,1365,COURSE8,2023-06-04,Absent
412,1469,COURSE14,2020-01-31,Present
413,1467,COURSE42,2024-04-07,Absent
414,1053,COURSE35,2024-05-23,Present
415,1379,COURSE43,2021-07-27,Present
416,1173,COURSE23,2022-01-13,Absent
417,1289,COURSE46,2022-07-12,Absent
418,1113,COURSE44,2020-12-30,Present
419,1011,COURSE2,2020-09-09,Present
420,1241,COURSE13,2022-10-13,Absent
421,1067,COURSE39,2022-02-27,Present
422,1333,COURSE32,2023-06-05,Present
423,1404,COURSE12,2023-09-13,Absent
424,1129,COURSE24,2021-05-29,Absent
425,1452,COURSE50,2023-08-27,Absent
426,1482,COURSE37,2023-07-16,Present
427,1028,COURSE13,2020-03-04,Present
428,1106,COURSE26,2022-03-21,Present
429,1385,COURSE6,2023-04-26,Absent
430,1491,COURSE49,2022-07-25,Present
431,1255,COURSE17,2024-11-29,Present
432,1245,COURSE42,2023-10-20,Present
433,1441,COURSE12,2021-09-16,Present
434,1113,COURSE50,2023-11-28,Present
435,1227,COURSE8,2023-04-14,Absent
436,1121,COURSE32,2021-04-27,Present
437,1287,COURSE30,2020-03-17,Present
438,1109,COURSE15,2021-12-25,Present
439,1403,COURSE50,2024-08-02,Absent
440,1151,COURSE34,2023-09-13,Present
441,1400,COURSE43,2024-07-23,Absent
442,1327,COURSE23,2024-06-04,Absent
443,1007,COURSE12,2020-07-03,Absent
444,1096,COURSE40,2022-06-18,Present
445,1097,COURSE27,2021-02-02,Absent
446,1280,COURSE41,2023-05-09,Absent
447,1330,COURSE25,2021-07-30,Absent
448,1315,COURSE22,2021-03-01,Present
449,1198,COURSE4,2022-07-22,Present
450,1059,COURSE26,2024-07-10,Present
451,1347,COURSE40,2024-12-24,Present
452,1099,COURSE22,2020-04-13,Present
453,1390,COURSE44,2023-04-12,Absent
454,1249,COURSE13,2023-07-26,Absent
455,1232,COURSE6,2024-05-26,Absent
456,1143,COURSE20,2023-01-14,Present
457,1287,COURSE16,2021-12-15,Absent
458,1153,COURSE34,2022-09-02,Absent
459,1280,COURSE9,2021-03-14,Absent
460,1124,COURSE38,2024-01-17,Absent
461,1467,COURSE11,2023-07-30,Absent
462,1274,COURSE50,2021-08-12,Absent
463,1406,COURSE35,2024-09-14,Absent
464,1488,COURSE27,2024-10-17,Absent
465,1073,COURSE24,2024-08-20,Absent
466,1356,COURSE28,2021-05-08,Present
467,1220,COURSE8,2021-10-18,Present
468,1239,COURSE39,2022-07-15,Present
469,1225,COURSE32,2020-10-19,Absent
470,1406,COURSE48,2024-12-03,Present
471,1380,COURSE37,2022-03-22,Present
472,1299,COURSE18,2022-01-08,Present
473,1330,COURSE40,2021-10-29,Absent
474,1062,COURSE46,2023-04-18,Present
475,1021,COURSE6,2024-11-30,Present
476,1352,COURSE24,2023-11-23,Present
477,1119,COURSE43,2021-07-08,Absent
478,1139,COURSE32,2021-09-13,Absent
479,1437,COURSE43,2023-02-06,Absent
480,1328,COURSE38,2022-04-17,Absent
481,1418,COURSE14,2021-12-11,Present
482,1282,COURSE15,2024-11-28,Present
483,1336,COURSE9,2022-12-11,Absent
484,1225,COURSE1,2022-06-07,Absent
485,1498,COURSE16,2023-12-26,Absent
486,1484,COURSE22,2020-01-31,Present
487,1070,COURSE50,2020-10-27,Present
488,1379,COURSE32,2020-03-06,Present
489,1471,COURSE27,2024-09-18,Absent
490,1135,COURSE23,2022-04-20,Present
491,1010,COURSE5,2020-02-03,Present
492,1053,COURSE34,2023-12-20,Present
493,1203,COURSE34,2022-01-26,Absent
494,1446,COURSE32,2022-08-11,Absent
495,1147,COURSE43,2023-08-21,Present
496,1041,COURSE1,2022-08-08,Present
497,1079,COURSE47,2022-06-25,Absent
498,1066,COURSE7,2020-08-01,Present
499,1400,COURSE35,2020-01-21,Present
500,1364,COURSE49,2023-01-07,Present
501,1028,COURSE9,2023-09-11,Absent
502,1329,COURSE42,2020-02-07,Present
503,1278,COURSE26,2020-04-13,Present
504,1414,COURSE15,2021-01-31,Absent
505,1103,COURSE33,2024-01-13,Present
506,1008,COURSE41,2021-08-04,Present
507,1248,COURSE17,2022-12-31,Absent
508,1405,COURSE33,2024-10-26,Present
509,1241,COURSE10,2024-07-12,Absent
510,1122,COURSE10,2020-09-08,Present
511,1128,COURSE40,2024-05-23,Present
512,1168,COURSE29,2020-06-30,Present
513,1356,COURSE35,2024-02-12,Absent
514,1480,COURSE44,2020-09-10,Absent
515,1411,COURSE48,2022-02-05,Absent
516,1221,COURSE31,2024-04-23,Absent
517,1409,COURSE26,2021-03-24,Present
518,1352,COURSE35,2020-07-07,Absent
519,1215,COURSE12,2022-08-06,Absent
520,1185,COURSE13,2020-10-10,Present
521,1411,COURSE20,2024-12-08,Present
522,1384,COURSE41,2024-12-29,Absent
523,1292,COURSE13,2020-04-21,Absent
524,1405,COURSE41,2023-09-10,Absent
525,1333,COURSE39,2022-11-05,Present
526,1436,COURSE16,2020-08-28,Present
527,1420,COURSE46,2023-03-26,Present
528,1469,COURSE4,2024-09-29,Present
529,1056,COURSE30,2022-05-04,Present
530,1237,COURSE3,2021-01-24,Present
531,1069,COURSE47,2024-03-22,Absent
532,1291,COURSE39,2023-12-30,Present
533,1181,COURSE39,2023-07-25,Absent
534,1200,COURSE13,2020-05-17,Absent
535,1443,COURSE45,2024-02-02,Absent
536,1318,COURSE17,2024-12-30,Absent
537,1384,COURSE8,2020-10-17,Absent
538,1224,COURSE7,2021-05-23,Present
539,1303,COURSE28,2023-09-24,Present
540,1095,COURSE50,2024-12-21,Absent
541,1172,COURSE23,2023-08-13,Absent
542,1199,COURSE18,2022-10-14,Absent
543,1190,COURSE1,2022-11-26,Present
544,1353,COURSE39,2022-07-12,Absent
545,1147,COURSE23,2022-05-20,Present
546,1172,COURSE17,2020-10-04,Absent
547,1388,COURSE28,2023-08-20,Absent
548,1430,COURSE5,2022-07-22,Present
549,1408,COURSE18,2024-06-08,Absent
550,1214,COURSE17,2022-06-17,Present
551,1208,COURSE27,2022-10-27,Absent
552,1253,COURSE10,2023-04-08,Present
553,1092,COURSE5,2022-02-09,Absent
554,1073,COURSE28,2022-03-01,Present
555,1323,COURSE22,2021-12-14,Absent
556,1142,COURSE16,2021-02-14,Present
557,1281,COURSE35,2022-02-09,Present
558,1360,COURSE29,2024-08-27,Absent
559,1430,COURSE46,2023-01-11,Present
560,1301,COURSE24,2022-12-27,Absent
561,1066,COURSE29,2023-02-18,Present
562,1001,COURSE39,2023-03-06,Present
563,1392,COURSE19,2020-06-05,Present
564,1469,COURSE45,2020-10-10,Present
565,1036,COURSE5,2022-10-21,Present
566,1228,COURSE29,2023-12-09,Present
567,1193,COURSE30,2022-11-06,Absent
568,1134,COURSE9,2020-02-23,Absent
569,1291,COURSE17,2023-08-30,Present
570,1186,COURSE10,2023-08-12,Absent
571,1094,COURSE25,2020-08-21,Present
572,1059,COURSE6,2022-10-23,Present
573,1137,COURSE47,2021-03-06,Absent
574,1058,COURSE32,2023-02-24,Absent
575,1358,COURSE32,2020-05-04,Present
576,1289,COURSE15,2021-09-09,Absent
577,1382,COURSE4,2022-07-02,Present
578,1029,COURSE8,2023-03-08,Absent
579,1336,COURSE49,2024-07-05,Absent
580,1247,COURSE34,2021-11-05,Absent
581,1040,COURSE13,2023-07-25,Present
582,1077,COURSE39,2022-05-03,Present
583,1003,COURSE7,2020-01-16,Absent
584,1285,COURSE35,2024-10-09,Present
585,1063,COURSE20,2021-12-04,Present
586,1420,COURSE12,2020-12-29,Present
587,1162,COURSE17,2022-08-03,Absent
588,1136,COURSE11,2021-11-13,Present
589,1254,COURSE7,2024-03-18,Present
590,1486,COURSE42,2021-03-05,Absent
591,1220,COURSE34,2020-07-30,Present
592,1418,COURSE25,2024-03-19,Present
593,1340,COURSE2,2021-08-21,Present
594,1334,COURSE47,2023-05-03,Absent
595,1411,COURSE36,2021-11-28,Absent
596,1422,COURSE10,2022-07-27,Absent
597,1058,COURSE3,2024-07-20,Absent
598,1269,COURSE23,2021-09-14,Present
599,1028,COURSE1,2024-06-13,Absent
600,1359,COURSE40,2022-02-28,Absent
601,1206,COURSE18,2024-09-25,Absent
602,1162,COURSE15,2023-02-14,Absent
603,1312,COURSE49,2020-08-04,Present
604,1040,COURSE26,2022-09-03,Present
605,1112,COURSE47,2023-10-06,Absent
606,1425,COURSE27,2021-05-14,Absent
607,1489,COURSE11,2024-04-28,Present
608,1234,COURSE48,2020-08-17,Present
609,1458,COURSE36,2022-02-12,Present
610,1207,COURSE2,2024-10-15,Absent
611,1107,COURSE5,2022-10-25,Present
612,1141,COURSE10,2021-04-20,Present
613,1444,COURSE26,2024-06-16,Present
614,1013,COURSE2,2023-09-12,Absent
615,1087,COURSE26,2023-09-07,Present
616,1475,COURSE31,2020-11-02,Present
617,1369,COURSE49,2021-04-18,Present
618,1482,COURSE33,2020-12-27,Absent
619,1434,COURSE3,2024-08-23,Absent
620,1338,COURSE28,2022-04-29,Present
621,1165,COURSE24,2020-10-12,Absent
622,1168,COURSE50,2023-01-23,Absent
623,1035,COURSE26,2021-04-30,Present
624,1459,COURSE26,2020-11-06,Absent
625,1025,COURSE20,2024-11-07,Absent
626,1383,COURSE42,2024-10-01,Present
627,1261,COURSE35,2022-03-22,Absent
628,1060,COURSE9,2024-09-30,Present
629,1120,COURSE35,2020-06-23,Absent
630,1257,COURSE43,2022-10-22,Absent
631,1106,COURSE12,2024-10-11,Present
632,1436,COURSE40,2021-01-30,Absent
633,1317,COURSE8,2022-04-28,Absent
634,1177,COURSE9,2024-08-25,Absent
635,1200,COURSE28,2021-09-29,Present
636,1315,COURSE21,2020-12-20,Present
637,1254,COURSE9,2023-05-10,Absent
638,1180,COURSE2,2022-04-13,Absent
639,1115,COURSE31,2023-12-26,Present
640,1027,COURSE47,2024-10-02,Present
641,1191,COURSE48,2022-02-14,Absent
642,1391,COURSE44,2024-06-07,Present
643,1194,COURSE36,2023-04-10,Present
644,1228,COURSE19,2022-07-20,Absent
645,1282,COURSE33,2020-02-26,Present
646,1232,COURSE22,2021-03-07,Present
647,1216,COURSE18,2022-06-07,Absent
648,1133,COURSE4,2020-10-23,Absent
